trade,price_enter,price_exit,gross_return,enter_period,exit_period
0,223.35,225.6111,1.0101235728676965,68,75
1,220.29,220.0077,0.9987185074220346,246,255
2,226.5,228.39,1.008344370860927,373,393
3,232.26,230.967,0.9944329630586413,433,443
4,228.47,227.1654,0.9942898411169957,684,687
5,228.11,226.5615,0.9932116084345272,812,830
6,233.55,231.7491,0.9922890173410404,1203,1210
7,231.99,230.5215,0.9936699857752489,1291,1302
8,228.38,229.31,1.0040721604343639,1342,1362
9,230.89,235.09,1.0181904803153017,1405,1425
10,239.2,238.986,0.9991053511705685,1475,1487
11,237.87,238.09,1.0009248749316855,1548,1568
12,239.89,243.6489,1.0156692650798282,1615,1632
13,244.95,243.0351,0.9921824862216779,1639,1647
14,248.7,249.4107,1.0028576598311219,1826,1831
15,225.45,223.4925,0.9913173652694611,2082,2092
16,200.48,204.1281,1.018196827613727,2273,2279
17,196.87,198.99,1.0107685274546656,2402,2407
18,200.24,198.7128,0.9923731522173391,2594,2601
19,202.6,203.08859999999999,1.002411648568608,2621,2634
20,200.31,198.82170000000002,0.9925700164744646,2879,2884
21,197.03,196.24769999999998,0.9960295386489366,2912,2927
22,192.12,192.555,1.002264209868832,3053,3056
23,103.19,108.33030000000001,1.0498139354588625,3389,3390
24,116.67,117.81585,1.0098212908202622,3390,3391
25,139.39,137.5848,0.9870492861754789,3521,3522
26,124.68,123.0068,0.9865800449149823,3549,3550
27,132.18,130.22685,0.9852235587834771,3742,3743
28,128.07,128.1654,1.000744905130007,3772,3774
29,128.35,129.15540000000001,1.0062750292169849,3839,3844
30,125.7,124.56179999999999,0.9909451073985679,3921,3923
31,123.86,123.1263,0.994076376554174,4008,4015
32,124.34,124.8588,1.0041724304326847,4058,4060
33,121.44,126.225,1.0394021739130435,4187,4192
34,128.57,132.165,1.0279614217935755,4195,4199
35,112.58,110.8913,0.985,4459,4460
36,115.99,119.592,1.0310544012414864,4528,4530
37,117.19,116.721,0.9959979520436898,4804,4808
38,112.96,112.12254999999999,0.9925863137393768,4960,4961
39,119.0,118.89899999999999,0.9991512605042016,5173,5181
40,120.47,121.3938,1.007668299161617,5199,5201
41,123.94,123.84899999999999,0.9992657737614974,5206,5208
42,130.02,131.6799,1.0127664974619288,5280,5282
43,134.74,138.5901,1.0285742912275493,5283,5285
44,142.0,140.98305,0.9928383802816901,5361,5362
45,138.63,138.4812,0.9989266392555725,5375,5381
46,141.52,150.3216,1.0621933295647257,5471,5475
47,129.97,130.284,1.002415942140494,5633,5635
48,133.77,132.86790000000002,0.9932563355012335,5824,5826
49,134.21,134.7687,1.0041628790701138,5910,5912
50,123.47,123.7005,1.0018668502470236,6240,6242
51,124.0,130.3632,1.0513161290322581,6383,6387
52,135.7,135.43200000000002,0.9980250552689759,6525,6528
53,138.06,140.07510000000002,1.0145958279009128,6626,6628
54,139.79,138.7089,0.9922662565276487,6797,6804
55,139.56,140.2434,1.004896818572657,6823,6825
56,138.06,140.58,1.0182529335071708,6915,6929
57,142.0,140.9067,0.9923007042253521,6930,6932
58,135.31,135.79,1.0035474096519104,7079,7099
59,138.31,137.19420000000002,0.9919326151399033,7151,7155
60,135.15,136.98,1.01354051054384,7341,7361
61,138.09,137.7981,0.9978861611992179,7382,7385
62,136.76,135.48149999999998,0.9906515062883884,7529,7535
63,129.27,128.5317,0.9942886980737989,7777,7796
64,126.5,127.29420000000002,1.0062782608695653,7895,7904
65,130.04,131.6403,1.0123062134727776,7919,7927
66,129.69,128.96730000000002,0.9944274809160307,8097,8110
67,126.79,126.5,0.9977127533717169,8280,8300
68,129.29,129.3237,1.00026065434295,8315,8326
69,133.78,133.3134,0.996512184182987,8393,8395
70,134.94,133.79850000000002,0.9915406847487774,8524,8528
71,132.46,132.68,1.0016608787558507,8696,8716
72,134.05,133.65,0.9970160387914957,8783,8803
73,133.47,133.3332,0.9989750505731626,9099,9106
74,135.74,135.6201,0.9991166936790924,9113,9115
75,137.79,137.14155,0.9952939255388635,9119,9120
76,137.63,137.17,0.9966577054421274,9207,9227
77,138.03,138.40200000000002,1.002695066289937,9294,9302
78,139.57,147.9951,1.0603646915526261,9309,9324
79,143.75,144.0945,1.0023965217391304,9494,9504
80,140.71,140.7978,1.000623978395281,9609,9612
