trade,price_enter,price_exit,gross_return,enter_period,exit_period
445,157.45,157.49,1.0002540489044143,60472,60492
446,158.25,157.34,0.9942496050552923,60577,60597
447,158.09,158.21,1.0007590612941994,60682,60702
448,161.33,162.34,1.0062604599268579,60947,60967
449,164.13,163.1322,0.9939206726375435,61012,61027
450,162.58,163.91,1.0081805880182064,61130,61150
451,164.1,162.6867,0.9913875685557587,61312,61323
452,153.13,153.74,1.0039835433945015,61802,61822
453,152.52,151.75,0.9949514817728822,61971,61991
454,153.6,153.12,0.9968750000000001,62090,62110
455,155.23,156.01,1.005024801906848,62127,62147
456,153.41,152.86,0.9964148360602308,62232,62252
457,153.02,152.81640000000002,0.9986694549732061,62275,62290
458,154.15,153.67,0.9968861498540381,62395,62415
459,154.02,154.49,1.0030515517465264,62572,62592
460,155.57,155.6,1.0001928392363566,62632,62652
461,156.89,158.95,1.013130218624514,62692,62712
462,157.51,156.915,0.9962224620659006,62752,62768
463,156.89,156.92,1.0001912167760851,62872,62892
464,157.19,157.83,1.004071505820981,62986,63006
465,157.58,157.96,1.002411473537251,63083,63103
466,158.67,158.02,0.9959034474065672,63143,63163
467,157.94,158.49,1.0034823350639483,63302,63322
468,157.15,157.53,1.0024180719058224,63448,63468
469,159.0,160.2,1.0075471698113208,63716,63736
470,160.94,161.36,1.002609668199329,63872,63892
471,158.93,159.73,1.0050336626187628,64194,64214
472,159.62,159.23,0.9975566971557448,64268,64288
473,157.7,158.25,1.0034876347495245,64410,64430
474,158.65,158.99,1.0021430822565396,64431,64451
475,159.51,159.85,1.0021315278038994,64479,64499
476,160.57,160.04,0.9966992588902036,64548,64568
477,159.93,159.95,1.0001250547114362,64614,64634
478,160.84,160.39,0.9972021885103207,64688,64708
479,157.83,157.16,0.995754926186403,65183,65203
480,156.0,156.5,1.0032051282051282,65269,65289
481,157.56,157.48,0.9994922569179994,65375,65395
482,157.32,157.67,1.002224764810577,65518,65538
483,156.59,155.13299999999998,0.9906954467079633,65642,65653
484,155.54,155.78,1.0015430114440016,65658,65678
485,153.84,155.3,1.0094903796151846,66120,66140
486,155.3,155.07,0.9985189954925948,66140,66160
487,156.12,157.905,1.0114335126825518,66173,66176
488,164.0,166.32,1.0141463414634146,66190,66192
489,169.04,172.755,1.021977046852816,66254,66266
490,170.08,170.11,1.0001763875823142,66352,66372
491,172.01,171.3987,0.9964461368525086,66695,66713
492,172.1,171.01260000000002,0.9936815804764674,66939,66952
493,173.2,173.17,0.9998267898383372,67072,67092
494,172.7,172.01,0.9960046323103648,67310,67330
495,171.39,170.7,0.9959740941711885,67421,67441
496,170.07,169.8,0.9984124184159465,67638,67658
497,171.59,171.54,0.999708607727723,67751,67771
498,171.58,171.33,0.9985429537242103,67812,67832
499,170.12,169.85,0.9984128850223372,68093,68113
500,170.1,170.17,1.0004115226337449,68153,68173
501,171.15,171.31,1.0009348524685948,68382,68402
502,170.72,171.85,1.0066190253045924,68572,68592
503,171.85,173.2104,1.007916205993599,68592,68612
504,173.7,173.57,0.9992515831894071,68755,68775
505,173.32,173.7,1.0021924763443342,68872,68892
506,173.0,173.23,1.0013294797687862,68932,68952
507,173.55,173.42,0.9992509363295878,69115,69135
508,173.6,173.52,0.9995391705069125,69195,69215
509,172.48,173.79,1.0075950834879406,69335,69355
510,176.19,178.2,1.011408138940916,69404,69408
511,184.1,182.952,0.9937642585551331,69578,69592
512,182.75,183.02,1.0014774281805745,69788,69808
513,183.23,183.44,1.0011461005293893,69880,69900
514,185.77,188.52,1.0148032513322927,69988,70008
515,186.05,184.338,0.9907981725342649,70370,70386
516,182.33,182.06,0.9985191685405582,70749,70769
517,181.99,181.16,0.9954393098521896,71151,71171
518,181.04,181.68,1.003535130357932,71248,71268
519,181.97,182.12,1.0008243116997309,71341,71361
520,182.3,181.77390000000003,0.9971140976412508,71389,71406
521,182.04,183.72,1.009228740936058,71662,71682
522,184.22,183.13,0.9940831614374118,71692,71712
523,184.99,185.22,1.0012433104492133,71752,71772
524,183.64,183.64,1.0,71954,71974
525,184.02,182.35799999999998,0.9909683730029343,71991,71996
526,171.29,171.66,1.002160079397513,73120,73140
527,171.9,172.63,1.0042466550319953,73273,73293
528,170.79,170.2,0.9965454651911704,73551,73571
529,169.14,169.61,1.002778763154783,73635,73655
530,170.58,170.06,0.9969515769726813,73760,73780
531,171.37,171.765,1.0023049541926823,73822,73842
532,172.23,171.567,0.9961504964291936,74022,74030
533,172.24,172.52,1.001625638643753,74303,74323
534,170.64,170.91,1.0015822784810127,74467,74487
535,172.98,173.18,1.001156203029252,74743,74763
536,174.34,175.86,1.0087185958471951,74838,74858
537,175.44,175.19,0.9985750113999088,74932,74952
538,175.38,175.27,0.9993727905120311,75103,75123
539,175.75,179.71,1.0225320056899005,75187,75207
540,182.19,181.71,0.9973653877819859,75262,75282
541,183.54,182.78,0.9958592132505176,75385,75405
542,181.45,181.05,0.9977955359603198,75473,75493
543,181.49,181.7,1.0011570885448233,75497,75517
544,182.02,182.52,1.0027469508845182,75593,75613
545,183.52,186.23,1.014766782911944,75927,75947
546,181.53,182.75,1.0067206522337906,76515,76535
